SerialNumber,UnitName,ItemDescription,ReferenceId,Unit ActivationDate UTC,"Unit ActivationDate ((UTC+01:00) Amsterdam, Berlin, Bern, Rome, Stockholm, Vienna)",Timestamp UTC,"Timestamp ((UTC+01:00) Amsterdam, Berlin, Bern, Rome, Stockholm, Vienna)",PositionType,Latitude,Longitude,Accuracy(m),City,Temperature(°C),TemperatureMin(°C),TemperatureMax(°C),AccelerationX(g),AccelerationY(g),AccelerationZ(g),PeakAccelerationTime,"PeakAccelerationTime ((UTC+01:00) Amsterdam, Berlin, Bern, Rome, Stockholm, Vienna)",PeakAccelerationX(g),PeakAccelerationY(g),PeakAccelerationZ(g),PeakAccelerationVector(g),AccelerationXMin(g),AccelerationYMin(g),AccelerationZMin(g),AccelerationXMax(g),AccelerationYMax(g),AccelerationZMax(g),LightLevel,LightLevelMin,LightLevelMax,Triggers,TotalOnTimerMotion,TotalRotation,GPS Speed(Km/h),GPS Altitude(m),Humidity%,HumidityMin%,HumidityMax%,Pressure(Pa),PressureMin(Pa),PressureMax(Pa),Tag1_Serialnumber,Tag1_Humidity,Tag1_Temperature,Tag1_DewPoint,Tag2_Serialnumber,Tag2_Humidity,Tag2_Temperature,Tag2_DewPoint,Tag3_Serialnumber,Tag3_Humidity,Tag3_Temperature,Tag3_DewPoint,Tag4_Serialnumber,Tag4_Humidity,Tag4_Temperature,Tag4_DewPoint,Tag5_Serialnumber,Tag5_Humidity,Tag5_Temperature,Tag5_DewPoint,Tag6_Serialnumber,Tag6_Humidity,Tag6_Temperature,Tag6_DewPoint,Tag7_Serialnumber,Tag7_Humidity,Tag7_Temperature,Tag7_DewPoint,Tag8_Serialnumber,Tag8_Humidity,Tag8_Temperature,Tag8_DewPoint,Input0,Input1,Input2,Input3,Load0,Load1,MinInput0,MinInput1,MinInput2,MinInput3,MinLoad0,MinLoad1,MaxInput0,MaxInput1,MaxInput2,MaxInput3,MaxLoad0,MaxLoad1,InputTrigger
860640050232018,Fjeldrype 860640050232018,860640050232018,,2022-01-26 13:29:17,2022-01-26 14:29:17,2022-04-10 07:54:07,2022-04-10 09:54:07,GPS,77.4648233333333,-69.2177533333333,6,,-17.9,-19.8,-17.9,-0.093,-0.118,0.461,,,,,,,,,,,,,1058,923,1074,"Wakeup, Distance",100024,,0.85,23.9,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
860640050232018,Fjeldrype 860640050232018,860640050232018,,2022-01-26 13:29:17,2022-01-26 14:29:17,2022-04-10 07:49:09,2022-04-10 09:49:09,GPS,77.4647583333334,-69.2173066666667,6,,-17.9,-18.8,-17.8,-0.094,-0.115,0.458,,,,,,,,,,,,,936,816,967,"Wakeup, Distance",100024,,7.13,19.7,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
860640050232018,Fjeldrype 860640050232018,860640050232018,,2022-01-26 13:29:17,2022-01-26 14:29:17,2022-04-10 07:44:09,2022-04-10 09:44:09,GPS,77.464755,-69.21751,5,,-17.8,-17.9,-17.6,-0.091,-0.117,0.46,,,,,,,,,,,,,839,729,875,"Wakeup, Distance",100024,,1.11,5.2,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
860640050232018,Fjeldrype 860640050232018,860640050232018,,2022-01-26 13:29:17,2022-01-26 14:29:17,2022-04-10 07:39:08,2022-04-10 09:39:08,GPS,77.4648366666667,-69.217305,6,,-17.6,-17.6,-17,-0.097,-0.115,0.461,,,,,,,,,,,,,740,635,770,"Wakeup, Distance",100024,,0.4,9.9,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
860640050232018,Fjeldrype 860640050232018,860640050232018,,2022-01-26 13:29:17,2022-01-26 14:29:17,2022-04-10 07:34:09,2022-04-10 09:34:09,GPS,77.4647233333333,-69.2179966666667,6,,-17,-17,-16.8,-0.095,-0.117,0.458,,,,,,,,,,,,,649,569,676,"Wakeup, Distance",100024,,0.77,12.1,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
860640050232018,Fjeldrype 860640050232018,860640050232018,,2022-01-26 13:29:17,2022-01-26 14:29:17,2022-04-10 07:29:09,2022-04-10 09:29:09,GPS,77.4647316666667,-69.21753,6,,-16.8,-16.9,-16.8,-0.094,-0.122,0.464,,,,,,,,,,,,,577,494,577,"Wakeup, Distance",100024,,0.87,15,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
860640050232018,Fjeldrype 860640050232018,860640050232018,,2022-01-26 13:29:17,2022-01-26 14:29:17,2022-04-10 07:19:15,2022-04-10 09:19:15,GPS,77.4647666666667,-69.2172033333333,22,,-16.8,-16.8,-16.6,-0.092,-0.118,0.451,,,,,,,,,,,,,531,433,563,"Wakeup, Distance",100024,,0.38,10.3,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
860640050232018,Fjeldrype 860640050232018,860640050232018,,2022-01-26 13:29:17,2022-01-26 14:29:17,2022-04-10 07:19:10,2022-04-10 09:19:10,GPS,77.4647966666667,-69.2170933333333,7,,-16.6,-16.7,-16.4,-0.098,-0.116,0.453,,,,,,,,,,,,,474,386,502,"Wakeup, Distance",100024,,1.59,10,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
860640050232018,Fjeldrype 860640050232018,860640050232018,,2022-01-26 13:29:17,2022-01-26 14:29:17,2022-04-10 07:14:08,2022-04-10 09:14:08,GPS,77.4647483333333,-69.217575,5,,-16.6,-16.7,-16.3,-0.095,-0.118,0.459,,,,,,,,,,,,,418,347,468,"Wakeup, Distance",100024,,5.74,7.7,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
860640050232018,Fjeldrype 860640050232018,860640050232018,,2022-01-26 13:29:17,2022-01-26 14:29:17,2022-04-10 07:09:08,2022-04-10 09:09:08,GPS,77.464755,-69.2176166666667,5,,-16.3,-16.4,-16,-0.094,-0.122,0.456,,,,,,,,,,,,,372,300,372,"Wakeup, Distance",100024,,0.09,12.1,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
860640050232018,Fjeldrype 860640050232018,860640050232018,,2022-01-26 13:29:17,2022-01-26 14:29:17,2022-04-10 07:04:06,2022-04-10 09:04:06,GPS,77.4648283333333,-69.216915,11,,-16,-16,-15.8,-0.098,-0.118,0.459,,,,,,,,,,,,,325,246,365,"Wakeup, Distance",100024,,5,28.2,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
860640050232018,Fjeldrype 860640050232018,860640050232018,,2022-01-26 13:29:17,2022-01-26 14:29:17,2022-04-10 06:59:08,2022-04-10 08:59:08,GPS,77.464715,-69.2172783333333,6,,-15.8,-16,-15.8,-0.093,-0.119,0.451,,,,,,,,,,,,,266,208,315,"Wakeup, Distance",100024,,5.87,19.3,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
860640050232018,Fjeldrype 860640050232018,860640050232018,,2022-01-26 13:29:17,2022-01-26 14:29:17,2022-04-10 06:54:08,2022-04-10 08:54:08,GPS,77.4646933333333,-69.217425,8,,-15.8,-15.9,-15.8,-0.098,-0.119,0.455,,,,,,,,,,,,,226,164,268,"Wakeup, Distance",100024,,2.77,16.3,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
860640050232018,Fjeldrype 860640050232018,860640050232018,,2022-01-26 13:29:17,2022-01-26 14:29:17,2022-04-10 06:49:08,2022-04-10 08:49:08,GPS,77.4647416666667,-69.217365,5,,-15.8,-15.8,-15.6,-0.098,-0.122,0.452,,,,,,,,,,,,,190,112,190,"Wakeup, Distance",100024,,1.09,18.1,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
860640050232018,Fjeldrype 860640050232018,860640050232018,,2022-01-26 13:29:17,2022-01-26 14:29:17,2022-04-10 06:44:06,2022-04-10 08:44:06,GPS,77.4646866666667,-69.217205,9,,-15.6,-15.7,-15.4,-0.099,-0.118,0.459,,,,,,,,,,,,,159,77,191,"Wakeup, Distance",100024,,6.44,15,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
860640050232018,Fjeldrype 860640050232018,860640050232018,,2022-01-26 13:29:17,2022-01-26 14:29:17,2022-04-10 06:39:08,2022-04-10 08:39:08,GPS,77.4646733333333,-69.2174766666667,10,,-15.5,-15.6,-15.3,-0.094,-0.119,0.456,,,,,,,,,,,,,113,60,168,"Wakeup, Distance",100024,,0.57,14.9,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
860640050232018,Fjeldrype 860640050232018,860640050232018,,2022-01-26 13:29:17,2022-01-26 14:29:17,2022-04-10 06:34:34,2022-04-10 08:34:34,GPS,77.4647233333333,-69.2172066666667,6,,-15.3,-15.6,-15.1,-0.1,-0.117,0.46,,,,,,,,,,,,,96,41,105,"Wakeup, Distance",100024,,0.07,12.5,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
860640050232018,Fjeldrype 860640050232018,860640050232018,,2022-01-26 13:29:17,2022-01-26 14:29:17,2022-04-10 06:29:19,2022-04-10 08:29:19,GPS,77.46483,-69.217315,7,,-15.1,-17.5,-15.1,-0.095,-0.117,0.463,,,,,,,,,,,,,63,21,117,"Wakeup, Distance",100024,,0.01,12.7,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
860640050232018,Fjeldrype 860640050232018,860640050232018,,2022-01-26 13:29:17,2022-01-26 14:29:17,2022-04-10 06:24:08,2022-04-10 08:24:08,GPS,77.4648216666667,-69.218015,7,,-15.3,-15.6,-15.3,-0.097,-0.118,0.462,,,,,,,,,,,,,40,0,70,"Wakeup, Distance",100024,,3.12,17.6,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
860640050232018,Fjeldrype 860640050232018,860640050232018,,2022-01-26 13:29:17,2022-01-26 14:29:17,2022-04-10 06:19:13,2022-04-10 08:19:13,GPS,77.4647166666667,-69.2168883333333,7,,-15.3,-15.3,-15,-0.094,-0.118,0.462,,,,,,,,,,,,,31,0,55,"Wakeup, Distance",100024,,0.25,11.8,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
860640050232018,Fjeldrype 860640050232018,860640050232018,,2022-01-26 13:29:17,2022-01-26 14:29:17,2022-04-10 06:14:09,2022-04-10 08:14:09,GPS,77.4648583333333,-69.2177983333333,7,,-15,-15.3,-15,-0.097,-0.117,0.465,,,,,,,,,,,,,14,0,43,"Wakeup, Distance",100024,,0.12,18.2,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
860640050232018,Fjeldrype 860640050232018,860640050232018,,2022-01-26 13:29:17,2022-01-26 14:29:17,2022-04-10 06:09:24,2022-04-10 08:09:24,GPS,77.4648983333333,-69.2174,7,,-15,-15.3,-15,-0.096,-0.12,0.46,,,,,,,,,,,,,2,0,32,"Wakeup, Distance",100024,,0.61,28.2,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
860640050232018,Fjeldrype 860640050232018,860640050232018,,2022-01-26 13:29:17,2022-01-26 14:29:17,2022-04-10 06:04:08,2022-04-10 08:04:08,GPS,77.4647583333334,-69.217755,7,,-15,-15.1,-14.8,-0.096,-0.117,0.461,,,,,,,,,,,,,0,0,26,"Wakeup, Distance",100024,,0.75,19.2,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
860640050232018,Fjeldrype 860640050232018,860640050232018,,2022-01-26 13:29:17,2022-01-26 14:29:17,2022-04-10 05:59:15,2022-04-10 07:59:15,GPS,77.4648683333333,-69.21737,7,,-14.9,-15,-14.8,-0.094,-0.119,0.461,,,,,,,,,,,,,0,0,10,"Wakeup, Distance",100024,,0.59,20.4,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
860640050232018,Fjeldrype 860640050232018,860640050232018,,2022-01-26 13:29:17,2022-01-26 14:29:17,2022-04-10 05:54:09,2022-04-10 07:54:09,GPS,77.4646816666667,-69.2174033333333,7,,-14.8,-15,-14.8,-0.096,-0.122,0.465,,,,,,,,,,,,,0,0,11,"Wakeup, Distance",100024,,0.92,19,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
860640050232018,Fjeldrype 860640050232018,860640050232018,,2022-01-26 13:29:17,2022-01-26 14:29:17,2022-04-10 05:49:09,2022-04-10 07:49:09,GPS,77.464725,-69.2172983333333,8,,-14.8,-15,-14.8,-0.099,-0.119,0.467,,,,,,,,,,,,,0,0,0,"Wakeup, Distance",100024,,0.7,18.9,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
860640050232018,Fjeldrype 860640050232018,860640050232018,,2022-01-26 13:29:17,2022-01-26 14:29:17,2022-04-10 05:44:09,2022-04-10 07:44:09,GPS,77.46481,-69.217235,7,,-14.8,-15,-14.8,-0.091,-0.118,0.468,,,,,,,,,,,,,0,0,0,"Wakeup, Distance",100024,,4.9,17.9,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
860640050232018,Fjeldrype 860640050232018,860640050232018,,2022-01-26 13:29:17,2022-01-26 14:29:17,2022-04-10 05:39:10,2022-04-10 07:39:10,GPS,77.4647266666667,-69.2172833333333,7,,-14.9,-15.2,-14.9,-0.098,-0.119,0.465,,,,,,,,,,,,,0,0,0,"Wakeup, Distance",100024,,0.01,27.3,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
860640050232018,Fjeldrype 860640050232018,860640050232018,,2022-01-26 13:29:17,2022-01-26 14:29:17,2022-04-10 05:34:09,2022-04-10 07:34:09,GPS,77.4647416666667,-69.2172516666667,6,,-15.2,-15.3,-14.9,-0.096,-0.118,0.462,,,,,,,,,,,,,0,0,0,"Wakeup, Distance",100024,,1.51,22.9,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
860640050232018,Fjeldrype 860640050232018,860640050232018,,2022-01-26 13:29:17,2022-01-26 14:29:17,2022-04-10 05:29:10,2022-04-10 07:29:10,GPS,77.464805,-69.21753,7,,-15.2,-15.3,-15.1,-0.097,-0.115,0.462,,,,,,,,,,,,,0,0,0,"Wakeup, Distance",100024,,0.77,26.6,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
860640050232018,Fjeldrype 860640050232018,860640050232018,,2022-01-26 13:29:17,2022-01-26 14:29:17,2022-04-10 05:24:10,2022-04-10 07:24:10,GPS,77.464715,-69.217655,7,,-15.3,-15.6,-15.3,-0.096,-0.115,0.461,,,,,,,,,,,,,0,0,0,"Wakeup, Distance",100024,,1.24,27.2,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
860640050232018,Fjeldrype 860640050232018,860640050232018,,2022-01-26 13:29:17,2022-01-26 14:29:17,2022-04-10 05:19:09,2022-04-10 07:19:09,GPS,77.4647766666667,-69.2173066666667,6,,-15.3,-15.8,-15.3,-0.097,-0.119,0.462,,,,,,,,,,,,,0,0,0,"Wakeup, Distance",100024,,1.42,29.4,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
860640050232018,Fjeldrype 860640050232018,860640050232018,,2022-01-26 13:29:17,2022-01-26 14:29:17,2022-04-10 05:14:10,2022-04-10 07:14:10,GPS,77.4647633333333,-69.217345,6,,-15.3,-15.4,-15.3,-0.095,-0.116,0.453,,,,,,,,,,,,,0,0,0,"Wakeup, Distance",100024,,0.66,33.5,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
860640050232018,Fjeldrype 860640050232018,860640050232018,,2022-01-26 13:29:17,2022-01-26 14:29:17,2022-04-10 05:09:06,2022-04-10 07:09:06,GPS,77.4648033333334,-69.2172316666667,6,,-15.3,-15.3,-14.3,-0.093,-0.117,0.463,,,,,,,,,,,,,0,0,0,"Wakeup, Distance",100024,,5.42,27.7,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
860640050232018,Fjeldrype 860640050232018,860640050232018,,2022-01-26 13:29:17,2022-01-26 14:29:17,2022-04-10 05:01:29,2022-04-10 07:01:29,GPS,77.4647016666667,-69.2174616666667,6,,-15.3,-15.7,-15.3,-0.095,-0.116,0.464,,,,,,,,,,,,,0,0,0,"Wakeup, Distance",100022,,0.37,23.8,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
860640050232018,Fjeldrype 860640050232018,860640050232018,,2022-01-26 13:29:17,2022-01-26 14:29:17,2022-04-10 04:59:09,2022-04-10 06:59:09,GPS,77.464685,-69.2173866666667,6,,-15.7,-15.8,-15.3,-0.097,-0.118,0.456,,,,,,,,,,,,,0,0,0,"Wakeup, Distance",100022,,2.07,26.1,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
860640050232018,Fjeldrype 860640050232018,860640050232018,,2022-01-26 13:29:17,2022-01-26 14:29:17,2022-04-10 04:29:09,2022-04-10 06:29:09,GPS,77.46471,-69.2174483333333,6,,-15.8,-16,-15.7,-0.09,-0.118,0.456,,,,,,,,,,,,,0,0,0,"Wakeup, Distance",100022,,5.83,22.9,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
860640050232018,Fjeldrype 860640050232018,860640050232018,,2022-01-26 13:29:17,2022-01-26 14:29:17,2022-04-10 04:24:10,2022-04-10 06:24:10,GPS,77.4647583333334,-69.2172666666667,7,,-16,-16.8,-15.7,-0.098,-0.12,0.461,,,,,,,,,,,,,0,0,0,"Wakeup, Distance",100022,,0.53,29.9,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
860640050232018,Fjeldrype 860640050232018,860640050232018,,2022-01-26 13:29:17,2022-01-26 14:29:17,2022-04-10 04:19:11,2022-04-10 06:19:11,GPS,77.4647416666667,-69.21737,7,,-15.7,-15.8,-15.7,-0.094,-0.118,0.461,,,,,,,,,,,,,0,0,0,"Wakeup, Distance",100022,,3.18,24.6,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
860640050232018,Fjeldrype 860640050232018,860640050232018,,2022-01-26 13:29:17,2022-01-26 14:29:17,2022-04-10 04:14:11,2022-04-10 06:14:11,GPS,77.46473,-69.2174066666667,6,,-15.7,-15.8,-15.6,-0.096,-0.116,0.455,,,,,,,,,,,,,0,0,0,"Wakeup, Distance",100022,,0.83,23.7,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
860640050232018,Fjeldrype 860640050232018,860640050232018,,2022-01-26 13:29:17,2022-01-26 14:29:17,2022-04-10 04:09:31,2022-04-10 06:09:31,GPS,77.46467,-69.2174833333333,6,,-15.6,-15.8,-15.6,-0.093,-0.114,0.463,,,,,,,,,,,,,0,0,0,"Wakeup, Distance",100022,,0.03,12,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
860640050232018,Fjeldrype 860640050232018,860640050232018,,2022-01-26 13:29:17,2022-01-26 14:29:17,2022-04-10 04:04:15,2022-04-10 06:04:15,GPS,77.4646016666667,-69.2175316666667,7,,-15.8,-15.8,-15.7,-0.09,-0.117,0.457,,,,,,,,,,,,,0,0,0,"Wakeup, Distance",100022,,1,-24.8,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
860640050232018,Fjeldrype 860640050232018,860640050232018,,2022-01-26 13:29:17,2022-01-26 14:29:17,2022-04-10 03:59:10,2022-04-10 05:59:10,GPS,77.46471,-69.2178233333333,7,,-15.7,-15.7,-15.3,-0.097,-0.121,0.464,,,,,,,,,,,,,0,0,0,"Wakeup, Distance",100022,,3.03,-19,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
860640050232018,Fjeldrype 860640050232018,860640050232018,,2022-01-26 13:29:17,2022-01-26 14:29:17,2022-04-10 03:54:11,2022-04-10 05:54:11,GPS,77.4645933333333,-69.2177733333333,9,,-15.3,-15.8,-15.3,-0.094,-0.118,0.466,,,,,,,,,,,,,0,0,0,"Wakeup, Distance",100022,,1.12,0.8,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
860640050232018,Fjeldrype 860640050232018,860640050232018,,2022-01-26 13:29:17,2022-01-26 14:29:17,2022-04-10 03:49:10,2022-04-10 05:49:10,GPS,77.464715,-69.2178283333333,7,,-15.5,-15.6,-15.4,-0.099,-0.119,0.465,,,,,,,,,,,,,0,0,0,"Wakeup, Distance",100022,,6.09,-44.7,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
860640050232018,Fjeldrype 860640050232018,860640050232018,,2022-01-26 13:29:17,2022-01-26 14:29:17,2022-04-10 03:44:10,2022-04-10 05:44:10,GPS,77.4645283333333,-69.2178416666667,9,,-15.4,-15.6,-15.3,-0.098,-0.12,0.465,,,,,,,,,,,,,0,0,0,"Wakeup, Distance",100022,,0.22,-46.6,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
860640050232018,Fjeldrype 860640050232018,860640050232018,,2022-01-26 13:29:17,2022-01-26 14:29:17,2022-04-10 03:39:10,2022-04-10 05:39:10,GPS,77.4645033333334,-69.2180183333333,7,,-15.3,-15.3,-15.3,-0.098,-0.12,0.464,,,,,,,,,,,,,0,0,0,"Wakeup, Distance",100022,,0.2,-38.4,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
860640050232018,Fjeldrype 860640050232018,860640050232018,,2022-01-26 13:29:17,2022-01-26 14:29:17,2022-04-10 03:34:10,2022-04-10 05:34:10,GPS,77.4645616666667,-69.2180166666667,7,,-15.3,-15.3,-15.3,-0.096,-0.116,0.461,,,,,,,,,,,,,0,0,0,"Wakeup, Distance",100022,,0.98,-30.8,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
860640050232018,Fjeldrype 860640050232018,860640050232018,,2022-01-26 13:29:17,2022-01-26 14:29:17,2022-04-10 03:29:10,2022-04-10 05:29:10,GPS,77.4646033333333,-69.21794,7,,-15.3,-15.3,-15.3,-0.096,-0.118,0.466,,,,,,,,,,,,,0,0,0,"Wakeup, Distance",100022,,0.59,-5.4,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
860640050232018,Fjeldrype 860640050232018,860640050232018,,2022-01-26 13:29:17,2022-01-26 14:29:17,2022-04-10 03:24:10,2022-04-10 05:24:10,GPS,77.464575,-69.2181366666667,7,,-15.3,-15.3,-15,-0.094,-0.12,0.466,,,,,,,,,,,,,0,0,0,"Wakeup, Distance",100022,,0.92,-1.2,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
860640050232018,Fjeldrype 860640050232018,860640050232018,,2022-01-26 13:29:17,2022-01-26 14:29:17,2022-04-10 03:19:10,2022-04-10 05:19:10,GPS,77.4645816666667,-69.2176216666667,6,,-15.2,-15.6,-14.9,-0.098,-0.115,0.465,,,,,,,,,,,,,0,0,2,"Wakeup, Distance",100022,,0.5,-30.3,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
860640050232018,Fjeldrype 860640050232018,860640050232018,,2022-01-26 13:29:17,2022-01-26 14:29:17,2022-04-10 03:14:10,2022-04-10 05:14:10,GPS,77.4646166666667,-69.2177283333333,6,,-15.6,-15.6,-15.2,-0.097,-0.114,0.465,,,,,,,,,,,,,0,0,3,"Wakeup, Distance",100022,,0.14,-36.8,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
860640050232018,Fjeldrype 860640050232018,860640050232018,,2022-01-26 13:29:17,2022-01-26 14:29:17,2022-04-10 03:09:10,2022-04-10 05:09:10,GPS,77.4645966666667,-69.21767,6,,-15.3,-15.3,-15.3,-0.1,-0.117,0.461,,,,,,,,,,,,,0,0,28,"Wakeup, Distance",100022,,0.77,-43.2,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
860640050232018,Fjeldrype 860640050232018,860640050232018,,2022-01-26 13:29:17,2022-01-26 14:29:17,2022-04-10 03:04:10,2022-04-10 05:04:10,GPS,77.4645566666667,-69.21771,7,,-15.3,-15.6,-15.3,-0.096,-0.116,0.461,,,,,,,,,,,,,0,0,27,"Wakeup, Distance",100022,,0.42,-38.2,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
860640050232018,Fjeldrype 860640050232018,860640050232018,,2022-01-26 13:29:17,2022-01-26 14:29:17,2022-04-10 02:59:15,2022-04-10 04:59:15,GPS,77.4645616666667,-69.2175633333333,9,,-15.6,-15.6,-15.2,-0.097,-0.116,0.458,,,,,,,,,,,,,2,0,32,"Wakeup, Distance",100022,,0.74,-28.1,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
860640050232018,Fjeldrype 860640050232018,860640050232018,,2022-01-26 13:29:17,2022-01-26 14:29:17,2022-04-10 02:54:10,2022-04-10 04:54:10,GPS,77.4648016666667,-69.2172333333333,7,,-15.2,-15.4,-15.2,-0.097,-0.118,0.467,,,,,,,,,,,,,21,0,47,"Wakeup, Distance",100022,,0.29,-72.8,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
